Investigation.Type,Country,Aircraft.Category,Make,Model,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Year
Accident,United States,Airplane,BEECH,F17D,Reciprocating,Ferry,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-23-250,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,B-23,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,MISSING,Airplane,PIPER,PA-31,Reciprocating,Unknown,8.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,182,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,E.L. CRAIG,CRAIGCRAFT,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Personal,1.0,3.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-39,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,182B,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,EIPPER-FORMANCE,MX-II,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-18-125,Reciprocating,Personal,0.0,1.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172P,Reciprocating,Personal,2.0,1.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,320E,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,C. EFF,VARI-EZE,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,BEECH,H35,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,NORTH AMERICAN,F-51D,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,AMERICAN,AA-5B,Reciprocating,Personal,1.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Personal,4.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,310C,Reciprocating,Business,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,150F,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,MAULE,M-5-210C,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-32-300,Reciprocating,Personal,0.0,4.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,402B,Reciprocating,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,3.0,1.0,1982
Accident,United States,Airplane,PIPER,J-3,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Personal,4.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CASSUTT,111M,Reciprocating,Ferry,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,BEECH,B35,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172G,Reciprocating,Business,1.0,0.297708358955438,1.0,6.36714451472845,1982
Accident,United States,Airplane,J.A.MULLAN,DRAGONFLY,Reciprocating,Unknown,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,GRUMMAN,G-164B,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,QUICKIE,TWO,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,337G,Reciprocating,Personal,4.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-31P,Reciprocating,Business,4.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,GRUMMAN,G-164,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-180,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,170A,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-30,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,TED SMITH,601P,Reciprocating,Business,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,0.0,0.0,1.0,2.0,1982
Accident,United States,Airplane,CESSNA,150L,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,177,Reciprocating,Instructional,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,CESSNA,185,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,GULFSTREAM,G-164B,Reciprocating,Unknown,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28RT-201,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,FLAGG,13,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,ARCTIC AIRCRAFT,S1B2,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,LUSCOMBE,8A,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,177,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-31-350,Reciprocating,Business,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,177,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,2.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,120,Reciprocating,Personal,0.0,0.0,1.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-24-180,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,FAIRCHILD,M-62A-3,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-38-112,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,"JOHNSON, DOUGLAS L.",JAYHAWK,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Personal,0.0,2.0,1.0,0.0,1982
Accident,United States,Airplane,GRUMMAN AMERICAN,AA-1B,Reciprocating,Personal,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,STINSON,108-3,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,BEECH,B90,Turbo Prop,Ferry,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,402B,Reciprocating,Unknown,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,PIPER,PA-32RT-300,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-25-235,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BOEING,737-200,Turbo Fan,Unknown,0.0,1.0,0.0,67.0,1982
Accident,United States,Airplane,PIPER,PA-34-200T,Reciprocating,Business,4.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,P210N,Reciprocating,Business,4.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,BEECH,A23-19,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150B,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,0.6555292000654344,0.297708358955438,0.2540927280811674,1.0,1982
Accident,United States,Airplane,CESSNA,172P,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA28-140,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,210E,Reciprocating,Business,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,BEECH,50,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172P,Reciprocating,Personal,6.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,177RG,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,FAIRCHILD,C-82,Reciprocating,Unknown,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-30,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,182D,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,210,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,SWEARINGEN,SA-226TC,Turbo Prop,Unknown,0.0,0.0,2.0,2.0,1982
Accident,United States,Airplane,CESSNA,180B,Reciprocating,Unknown,1.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,GATES LEARJET,25,Turbo Jet,Unknown,0.0,0.0,0.0,11.0,1982
Accident,United States,Airplane,CESSNA,T210G,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,CESSNA,172H,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,C23,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28RT-201T,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,T210,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,G35,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,J3C-65,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,GATES LEARJET,24D,Turbo Jet,Unknown,0.0,0.0,0.0,11.0,1982
Accident,United States,Airplane,FROEHLICH,M-II,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PITTS,S1,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,GRUMMAN,AA1,Reciprocating,Personal,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,ERCOUPE,415C,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,CESSNA,310H,Reciprocating,Ferry,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,TEMCO,GC-1B,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Unknown,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,GRUMMAN AMERICAN,GA-7,Reciprocating,Unknown,1.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,182A,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,J-3,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172H,Reciprocating,Personal,0.0,4.0,0.0,0.0,1982
Accident,United States,Airplane,BEECH,A23,Reciprocating,Personal,1.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,421C,Reciprocating,Unknown,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,T337D,Reciprocating,Unknown,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,T210L,Reciprocating,Personal,0.0,0.0,1.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-24-260,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-32-300,Reciprocating,Instructional,0.0,4.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28R-201T,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA23-250,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,402,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,C152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-31-350,Reciprocating,Personal,0.0,0.0,0.0,6.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,1.0,3.0,1982
Accident,United States,Airplane,BEECH,A36,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,AIR TRACTOR,AT-301A,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150L,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,BOEING,707-300,Turbo Fan,Unknown,1.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,R172K,Reciprocating,Business,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,210D,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,170A,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,MITSUBISHI,MU-2B-60,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-32-300,Reciprocating,Unknown,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,PIPER,601P,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-31-350,Reciprocating,Unknown,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,501,Turbo Jet,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-235,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,STINSON,108-3,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,340A,Reciprocating,Business,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,411A,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,MOONEY,M20F,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,Bahamas,Airplane,GULFSTREAM AMERICAN,AA5A,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,AMATEUR BUILT,QUICKIE Q2,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-31-310,Reciprocating,Personal,8.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-180,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,177RG,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CHAMPION,7FC,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA28-180,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,210,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,AERO COMMANDER,680,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,28-140,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,U206,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,PIPER,PA-28-180,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150J,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BEECH,60,Reciprocating,Personal,0.0,0.0,2.0,2.0,1982
Accident,United States,Airplane,CESSNA,182,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-151,Reciprocating,Personal,0.0,1.0,0.0,4.0,1982
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,0.0,0.0,1.0,3.0,1982
Accident,United States,Airplane,PIPER,601P,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-22,Reciprocating,Personal,0.0,0.0,3.0,0.0,1982
Accident,United States,Airplane,CESSNA,170B,Reciprocating,Business,0.0,1.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-151,Reciprocating,Personal,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,CESSNA,551,Turbo Fan,Business,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,601P,Reciprocating,Business,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,22,Reciprocating,Personal,0.0,1.0,0.0,1.0,1982
Accident,United States,Airplane,MCDONALD DOUGLAS,DC-10,Turbo Fan,Unknown,0.0,0.0,0.0,136.0,1982
Accident,United States,Airplane,PIPER,PA-28-180,Reciprocating,Unknown,0.0,3.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,P206B,Reciprocating,Personal,5.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,182L,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28R-201T,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-44-180,Reciprocating,Business,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-24-260,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,MOONEY,M20J,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,T-337C,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,TU206G,Reciprocating,Unknown,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,1.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,TIFFT-V,VARIEZE,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-25-235,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,AERO COMMANDER,560E,Reciprocating,Ferry,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,182Q,Reciprocating,Personal,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,GRUMMAN,AA5,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,411,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,AERO COMMANDER,680W,Turbo Prop,Unknown,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-24-250,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,Bahamas,Airplane,CESSNA,337,Reciprocating,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,182P,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,NORTH AMERICAN,AT-6G,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,170,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,PIPER,PA-22-135,Reciprocating,Personal,1.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,STINSON,108,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PITTS,S1S,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150L,Reciprocating,Unknown,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,STINSON,108,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-31-350,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEAGLE AIRCRAFT,206,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BELLANCA,7ECA,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,AEROSPORT,CHAMP,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-22,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,180,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,95-B55,Reciprocating,Unknown,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,150M,Reciprocating,Personal,0.0,1.0,1.0,0.0,1982
Accident,United States,Airplane,BELLANCA,17-30A,Reciprocating,Personal,4.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,T210M,Reciprocating,Personal,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172RG,Reciprocating,Ferry,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BEECH,35,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172K,Reciprocating,Personal,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,150L,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,182Q,Reciprocating,Personal,5.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA28-18,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,150L,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150J,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-14,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,MAULE,M-5-220C,Reciprocating,Personal,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172H,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,ROCKWELL INTERNATIONAL,700,Reciprocating,Executive/corporate,0.0,0.0,0.0,5.0,1982
Accident,United States,Airplane,CONTINENTAL,305,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,210,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-32R-300,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BEECH,23,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,AERONCA,11CC,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172P,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Ferry,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BOEING,707-323C,Turbo Fan,Unknown,0.0,0.0,0.0,116.0,1982
Accident,United States,Airplane,PIPER,PA-34,Reciprocating,Business,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,T210L,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28R,Reciprocating,Personal,2.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,CESSNA,172J,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-24-250,Reciprocating,Personal,0.0,1.0,1.0,2.0,1982
Accident,United States,Airplane,CESSNA,150M,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,MOONEY,M20B,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,BEECH,C23,Reciprocating,Business,2.0,0.0,0.0,0.0,1982
